,Episode,Best score so far,Eval score,"Eval, g: []: mean_agg","Eval, g: []: std_agg","Eval, g: []: mean_C0","Eval, g: []: std_C0",Loss 1,"Train, Cost 1","Train, Aggregated cost"
57,58,106681.47652079165,123221.85409976542,3377.698603008069,3377.698603008069,123221.85409976542,0.0,32552.845703125,127972.2537130937,3461.6188194807446
58,59,106681.47652079165,120508.13751543313,3347.7701177370204,3347.7701177370204,120508.13751543313,0.0,32307.240234375,123438.43978977203,3376.9495715928997
59,60,106681.47652079165,120594.28716599196,3348.143004172857,3348.143004172857,120594.28716599196,0.0,32255.96875,126714.40866725892,3353.259158849086
60,61,106681.47652079165,109004.29074917734,3197.934369641325,3197.934369641325,109004.29074917734,0.0,32284.287109375,121153.8943561539,3353.52739298464
61,62,106681.47652079165,108953.8440406695,3197.7846667330887,3197.7846667330887,108953.8440406695,0.0,31996.1484375,107832.2453880012,3189.0173805009626
62,63,105709.14026869833,105709.14026869833,3148.467673780574,3148.467673780574,105709.14026869833,0.0,32585.8359375,134119.4182072878,3430.166594320811
63,64,105709.14026869833,105709.14026869833,3148.467673780574,3148.467673780574,105709.14026869833,0.0,32328.8984375,131694.66039265692,3505.7337059332317
64,65,105709.14026869833,105709.14026869833,3148.467673780574,3148.467673780574,105709.14026869833,0.0,32581.216796875,106468.6427032575,3162.8776963847304
65,66,105351.78022630513,105351.78022630513,3146.4358692061905,3146.4358692061905,105351.78022630513,0.0,32397.669921875,125730.92455069721,3432.885658423499
66,67,105351.78022630513,105543.94014814496,3147.8183826140717,3147.8183826140717,105543.94014814496,0.0,32783.48828125,132940.69426786155,3407.018541994794
67,68,105351.78022630513,107398.48270764947,3158.7775484127724,3158.7775484127724,107398.48270764947,0.0,32472.1796875,127681.65427462757,3358.177988605499
68,69,105351.78022630513,108450.75784291327,3168.4539297774318,3168.4539297774318,108450.75784291327,0.0,32605.03125,111061.09823015332,3208.689476641474
69,70,105351.78022630513,105547.38138735294,3142.4968028574035,3142.4968028574035,105547.38138735294,0.0,33097.76953125,116983.64018326253,3332.550324123582
70,71,105223.54588662088,105223.54588662088,3140.198396282345,3140.198396282345,105223.54588662088,0.0,32097.912109375,105757.51859683543,3144.9313788141426
71,72,105223.54588662088,116595.17823774368,3334.2096414283837,3334.2096414283837,116595.17823774368,0.0,32875.10546875,130451.11143306643,3482.765358770478
72,73,105223.54588662088,116595.17823774368,3334.2096414283837,3334.2096414283837,116595.17823774368,0.0,33188.80078125,117525.56602947414,3346.9534601090045
73,74,105223.54588662088,116595.17823774368,3334.2096414283837,3334.2096414283837,116595.17823774368,0.0,32775.69140625,115882.23264944553,3322.9001377404657
74,75,105223.54588662088,116595.17823774368,3334.2096414283837,3334.2096414283837,116595.17823774368,0.0,32413.5390625,125332.49172123522,3340.518368304727
75,76,105223.54588662088,116595.17823774368,3334.2096414283837,3334.2096414283837,116595.17823774368,0.0,32628.03125,115194.79948633164,3303.1109609216105
76,77,105223.54588662088,116598.78997407854,3334.2057637779526,3334.2057637779526,116598.78997407854,0.0,32629.455078125,131761.92107706517,3470.8224485757946
77,78,105223.54588662088,116610.5751439482,3334.2673138637956,3334.2673138637956,116610.5751439482,0.0,32878.91796875,108686.31429955363,3182.1902536438406
78,79,105223.54588662088,118295.22707099468,3359.6665882364146,3359.6665882364146,118295.22707099468,0.0,33323.22265625,130628.99216452241,3491.2346512521344
79,80,105223.54588662088,118329.57639517635,3359.8573093484456,3359.8573093484456,118329.57639517635,0.0,33082.22265625,116709.45189285278,3335.1699853671284
80,81,105223.54588662088,110111.40520837158,3215.2894374842826,3215.2894374842826,110111.40520837158,0.0,32878.83203125,125013.03347975016,3413.874951964055
81,82,105223.54588662088,110110.66993236542,3215.2998545491237,3215.2998545491237,110110.66993236542,0.0,33303.97265625,116136.69361814111,3320.8315286330076
82,83,105223.54588662088,111796.25352495909,3248.072870724625,3248.072870724625,111796.25352495909,0.0,33052.20703125,110101.7505773902,3215.2727432409392
83,84,105223.54588662088,108297.15849085897,3174.005288098294,3174.005288098294,108297.15849085897,0.0,33380.0,111584.25083031505,3215.701430999453
84,85,105223.54588662088,115042.94052848965,3298.0106743969136,3298.0106743969136,115042.94052848965,0.0,33254.14453125,123845.00016323477,3305.3891886092724
85,86,105223.54588662088,115042.94052848965,3298.0106743969136,3298.0106743969136,115042.94052848965,0.0,33492.95703125,112763.73945063353,3273.144212901065
86,87,105223.54588662088,114261.64704113454,3289.2742746689228,3289.2742746689228,114261.64704113454,0.0,33181.87890625,115330.76732981205,3302.2072100740443
87,88,105223.54588662088,129298.79701138288,3320.134294490413,3320.134294490413,129298.79701138288,0.0,33536.76171875,118805.26976200193,3357.8625656497934
88,89,105223.54588662088,127062.58181449026,3310.0254929411985,3310.0254929411985,127062.58181449026,0.0,33022.23828125,123894.25257091224,3285.5214990836384
89,90,105223.54588662088,115458.18154770136,3305.2655794593347,3305.2655794593347,115458.18154770136,0.0,33300.51953125,113723.5288927257,3274.6233157950637
90,91,105223.54588662088,113433.02321813256,3274.309244553825,3274.309244553825,113433.02321813256,0.0,32838.0390625,115769.4408088103,3309.6583326610694
91,92,105223.54588662088,113963.45140738785,3281.672142993636,3281.672142993636,113963.45140738785,0.0,33426.86328125,127336.86372939497,3310.2668888849134
92,93,105223.54588662088,116863.95278015733,3328.965598494663,3328.965598494663,116863.95278015733,0.0,33121.015625,113705.29938251525,3277.6673523943587
93,94,105223.54588662088,116863.95278015733,3328.965598494663,3328.965598494663,116863.95278015733,0.0,33121.32421875,118426.73968305439,3351.0845893162946
94,95,105223.54588662088,113718.70569038391,3277.293429878904,3277.293429878904,113718.70569038391,0.0,33328.93359375,116750.5992642045,3322.6286226368757
95,96,105223.54588662088,113720.52161125094,3277.302934141079,3277.302934141079,113720.52161125094,0.0,32924.05859375,118443.83125834912,3223.4143677876546
96,97,105223.54588662088,114357.88974510878,3286.969534411992,3286.969534411992,114357.88974510878,0.0,32787.38671875,117509.11714028567,3345.811698885881
97,98,105223.54588662088,114357.88974510878,3286.969534411992,3286.969534411992,114357.88974510878,0.0,33584.80859375,113421.9988482222,3264.198459101812
98,99,105223.54588662088,114383.50136766583,3287.070169601383,3287.070169601383,114383.50136766583,0.0,33230.46484375,115367.29812442511,3302.2222416526997
99,100,105223.54588662088,115097.53785544634,3298.8791197758683,3298.8791197758683,115097.53785544634,0.0,33131.34765625,125224.32904554904,3327.1735014592223
100,101,105223.54588662088,115385.64289331436,3303.0548182382377,3303.0548182382377,115385.64289331436,0.0,33026.03515625,112968.27365271747,3262.735793264806
101,102,105223.54588662088,114284.87499256432,3286.8495421920034,3286.8495421920034,114284.87499256432,0.0,33428.38671875,110296.762439318,3190.621828582848
102,103,105223.54588662088,105712.39266818762,3147.067978190516,3147.067978190516,105712.39266818762,0.0,33052.140625,118137.57278214395,3306.8280190106652
103,104,105223.54588662088,114601.6519279182,3292.8860850878864,3292.8860850878864,114601.6519279182,0.0,33145.453125,107452.78879990429,3174.9789184205692
104,105,105223.54588662088,112575.01127502322,3261.643212372661,3261.643212372661,112575.01127502322,0.0,33155.58203125,109951.8695044592,3178.8278462412377
105,106,105223.54588662088,112442.84697580338,3259.9147701538527,3259.9147701538527,112442.84697580338,0.0,32989.80078125,132623.89237870276,3507.725774519191
106,107,105223.54588662088,112442.84697580338,3259.9147701538527,3259.9147701538527,112442.84697580338,0.0,33442.203125,112626.46874374151,3262.05091798521
107,108,105223.54588662088,113109.49020912498,3269.067143864884,3269.067143864884,113109.49020912498,0.0,33640.21875,112681.80814211816,3259.60315224463
108,109,105223.54588662088,116203.58384432644,3321.6669757778254,3321.6669757778254,116203.58384432644,0.0,33269.08203125,112731.40310695767,3264.0076505797415
109,110,105223.54588662088,119463.96509413421,3373.8699477367445,3373.8699477367445,119463.96509413421,0.0,33605.9296875,116291.31937541068,3322.382846633608
110,111,105223.54588662088,119463.96509413421,3373.8699477367445,3373.8699477367445,119463.96509413421,0.0,33540.3515625,114745.8165980205,3294.2621345785146
111,112,105223.54588662088,119463.96509413421,3373.8699477367445,3373.8699477367445,119463.96509413421,0.0,33576.14453125,109115.13926033676,3183.3143186076213
112,113,105223.54588662088,119486.43867283314,3373.9374274523216,3373.9374274523216,119486.43867283314,0.0,33520.13671875,109485.4092438519,3185.32757528234
113,114,105223.54588662088,119491.97556173801,3373.9572603149254,3373.9572603149254,119491.97556173801,0.0,33452.79296875,113585.16904504597,3285.8066596036574
114,115,105223.54588662088,116975.90344430506,3329.6452471139573,3329.6452471139573,116975.90344430506,0.0,33058.609375,119570.19079775363,3372.5985416757717
115,116,105223.54588662088,117334.81102531403,3343.2823465678553,3343.2823465678553,117334.81102531403,0.0,32818.12109375,117769.80009073764,3339.8823560085893
116,117,105223.54588662088,109027.39901608974,3180.07465676608,3180.07465676608,109027.39901608974,0.0,33246.36328125,110060.16420065612,3189.3621627981274
117,118,105223.54588662088,117345.46123742312,3343.359109201741,3343.359109201741,117345.46123742312,0.0,32978.4140625,110800.06793448329,3195.068152350921
118,119,105223.54588662088,117347.09714818001,3343.3944946599695,3343.3944946599695,117347.09714818001,0.0,33476.71484375,115309.25825289637,3303.2074360757033
119,120,105223.54588662088,129812.23075735569,3378.048772573322,3378.048772573322,129812.23075735569,0.0,33147.703125,108988.6050350219,3186.572461107213
120,121,105223.54588662088,129812.23075735569,3378.048772573322,3378.048772573322,129812.23075735569,0.0,33104.1875,127062.31535249203,3338.3365342748853
121,122,105223.54588662088,127746.81416247785,3360.5361989084804,3360.5361989084804,127746.81416247785,0.0,32596.384765625,111064.29818323255,3235.624538824398
122,123,105223.54588662088,129667.85139524192,3376.2495507214503,3376.2495507214503,129667.85139524192,0.0,32951.64453125,110332.6157734245,3220.182086800612
123,124,105223.54588662088,132283.74297086895,3394.5499610982606,3394.5499610982606,132283.74297086895,0.0,32851.09765625,119334.14428910613,3318.060374089468
124,125,105223.54588662088,132962.07354462892,3399.6524656772385,3399.6524656772385,132962.07354462892,0.0,33025.06640625,135433.86702699214,3426.39988139658
125,126,105223.54588662088,111912.38421504945,3215.4652208690804,3215.4652208690804,111912.38421504945,0.0,32505.791015625,109084.9576876834,3189.2940409517864
126,127,105223.54588662088,112262.64513456076,3210.0819394177424,3210.0819394177424,112262.64513456076,0.0,32609.048828125,108662.8942630738,3171.527869810875
127,128,105223.54588662088,112768.09201261401,3212.6763274290356,3212.6763274290356,112768.09201261401,0.0,32609.423828125,112229.9907239303,3210.5576942355356
128,129,105223.54588662088,112768.09201261401,3212.6763274290356,3212.6763274290356,112768.09201261401,0.0,32709.240234375,119308.46197453141,3365.0810480275063
129,130,105223.54588662088,111565.90997580439,3202.309265352545,3202.309265352545,111565.90997580439,0.0,32583.943359375,109532.22698070854,3182.451043352955
130,131,105223.54588662088,112284.26963344216,3210.568375929468,3210.568375929468,112284.26963344216,0.0,32329.572265625,133554.2625042796,3521.6613901398846
131,132,105223.54588662088,112284.26963344216,3210.568375929468,3210.568375929468,112284.26963344216,0.0,32634.4921875,111635.00266105682,3206.8422437481468
132,133,105223.54588662088,115901.38305778801,3313.8180216870282,3313.8180216870282,115901.38305778801,0.0,32603.544921875,110783.16921100765,3195.0642221305575
133,134,105223.54588662088,117252.32323122025,3343.3952066495785,3343.3952066495785,117252.32323122025,0.0,32263.435546875,114693.51734792441,3292.8415239176384
134,135,105223.54588662088,118835.94529592991,3362.78404262537,3362.78404262537,118835.94529592991,0.0,32172.728515625,113798.77656447142,3225.6669580446755
135,136,105223.54588662088,118835.94529592991,3362.78404262537,3362.78404262537,118835.94529592991,0.0,32295.962890625,112673.82416465878,3263.1658211684685
136,137,105223.54588662088,113964.20884791017,3226.509876159854,3226.509876159854,113964.20884791017,0.0,32285.439453125,116740.05396054685,3327.006779083312
137,138,105223.54588662088,113764.91869287938,3226.3851973514375,3226.3851973514375,113764.91869287938,0.0,32144.759765625,112315.74696400017,3258.8915938965056
138,139,105223.54588662088,113764.91869287938,3226.3851973514375,3226.3851973514375,113764.91869287938,0.0,31852.125,111359.48564834148,3192.428497817092
139,140,105223.54588662088,119443.88165486604,3378.5894862745126,3378.5894862745126,119443.88165486604,0.0,32256.791015625,134276.1345385313,3538.313938430192
140,141,105223.54588662088,130111.59934277087,3397.210587504483,3397.210587504483,130111.59934277087,0.0,32569.830078125,130549.90624009073,3387.0649688139447
141,142,105223.54588662088,130111.59934277087,3397.210587504483,3397.210587504483,130111.59934277087,0.0,32696.037109375,134748.88916531205,3536.3892336272165
142,143,105223.54588662088,118478.01308847219,3309.3913629682474,3309.3913629682474,118478.01308847219,0.0,33151.5234375,133183.18193284422,3406.805576709486
143,144,105223.54588662088,129420.07276894152,3361.488501255879,3361.488501255879,129420.07276894152,0.0,33007.9765625,126533.8978131041,3439.3464007791304
144,145,105223.54588662088,117529.2837151885,3347.074115310827,3347.074115310827,117529.2837151885,0.0,33154.87109375,117577.56808368862,3290.1503571311673
145,146,105223.54588662088,117504.29770429432,3346.9587030009698,3346.9587030009698,117504.29770429432,0.0,32381.701171875,106763.7739630416,3153.2687584488667
146,147,105223.54588662088,117482.22331235558,3346.742791908945,3346.742791908945,117482.22331235558,0.0,32807.71484375,134941.28978711367,3506.9810600021024
147,148,105223.54588662088,117504.29770429432,3346.9587030009698,3346.9587030009698,117504.29770429432,0.0,33037.92578125,118451.6743472889,3302.2738575692247
148,149,105223.54588662088,117504.29770429432,3346.9587030009698,3346.9587030009698,117504.29770429432,0.0,32857.4140625,132517.8899367079,3413.047830388592
149,150,105223.54588662088,117475.90361645073,3346.7368935217423,3346.7368935217423,117475.90361645073,0.0,32865.8359375,106850.99702917784,3167.1313466339616
150,151,105223.54588662088,114915.62843647599,3293.3650903988682,3293.3650903988682,114915.62843647599,0.0,33211.20703125,118569.34319669008,3276.429803731281
151,152,105223.54588662088,113892.19545332342,3287.6140214673605,3287.6140214673605,113892.19545332342,0.0,32754.841796875,114146.1551245302,3282.4213344815944
152,153,105223.54588662088,113892.19545332342,3287.6140214673605,3287.6140214673605,113892.19545332342,0.0,32969.48828125,120246.4809114039,3233.0666995629554
153,154,105223.54588662088,113894.47187947482,3287.621808490948,3287.621808490948,113894.47187947482,0.0,32928.1640625,113837.61873331666,3279.2464190894025
154,155,105223.54588662088,113870.90019515902,3287.5251698134607,3287.5251698134607,113870.90019515902,0.0,32858.74609375,115406.59346614778,3311.4741414861837
155,156,105223.54588662088,113870.90019515902,3287.5251698134607,3287.5251698134607,113870.90019515902,0.0,32532.177734375,108572.23343877494,3191.895404494382
156,157,105223.54588662088,113344.45738407224,3281.80684213487,3281.80684213487,113344.45738407224,0.0,32547.6953125,116846.7466833517,3327.65751857941
157,158,105223.54588662088,113337.07134366035,3281.81397495859,3281.81397495859,113337.07134366035,0.0,32967.58203125,119411.87925396115,3371.728736720452
158,159,105223.54588662088,117850.383116588,3347.126012440106,3347.126012440106,117850.383116588,0.0,33249.66015625,116065.77748961002,3320.1331406445343
159,160,105223.54588662088,117863.67977579683,3347.1750260133813,3347.1750260133813,117863.67977579683,0.0,32747.609375,114636.24409455061,3289.677096814915
160,161,105223.54588662088,109488.86461242288,3190.716084893277,3190.716084893277,109488.86461242288,0.0,32980.67578125,125485.16355929524,3418.927202178916
161,162,105223.54588662088,109455.15888211131,3189.7170380258444,3189.7170380258444,109455.15888211131,0.0,32579.505859375,118843.40031794459,3360.824866905006
162,163,105223.54588662088,109455.15888211131,3189.7170380258444,3189.7170380258444,109455.15888211131,0.0,32689.904296875,111027.57612369955,3230.122385491213
163,164,105223.54588662088,109179.54978835583,3188.499677605102,3188.499677605102,109179.54978835583,0.0,32510.0390625,110559.79984346777,3199.591595522693
164,165,105223.54588662088,109240.12897901237,3188.7218334174613,3188.7218334174613,109240.12897901237,0.0,33103.58984375,109179.54978835583,3188.499677605102
165,166,105223.54588662088,109240.12897901237,3188.7218334174613,3188.7218334174613,109240.12897901237,0.0,32929.94140625,115105.53630204499,3303.4210264416724
166,167,105223.54588662088,107770.2650770992,3176.749573371101,3176.749573371101,107770.2650770992,0.0,32460.162109375,114569.84758859873,3294.186165916278
167,168,105223.54588662088,107770.2650770992,3176.749573371101,3176.749573371101,107770.2650770992,0.0,32467.861328125,115985.61085438728,3318.438506946999
168,169,105223.54588662088,117770.8416974172,3348.40982677321,3348.40982677321,117770.8416974172,0.0,32489.501953125,111110.65762832761,3237.0750953446677
169,170,105223.54588662088,118826.3520584181,3359.297126505501,3359.297126505501,118826.3520584181,0.0,32948.74609375,105979.87941039354,3154.957964310818
170,171,105223.54588662088,132454.5301038623,3406.0331193770353,3406.0331193770353,132454.5301038623,0.0,32996.95703125,129126.99614322186,3463.912512452086
171,172,105223.54588662088,132454.5301038623,3406.0331193770353,3406.0331193770353,132454.5301038623,0.0,32760.134765625,134601.2578504011,3417.601763717039
172,173,105223.54588662088,133367.4893257618,3410.5595852547085,3410.5595852547085,133367.4893257618,0.0,32945.23046875,130053.92766037583,3378.472131838168
173,174,105223.54588662088,118572.09458418936,3362.2609118865544,3362.2609118865544,118572.09458418936,0.0,32639.390625,131449.24492820352,3383.121026608818
174,175,105223.54588662088,118388.78862984478,3303.1445375744884,3303.1445375744884,118388.78862984478,0.0,33053.6015625,133677.81815302372,3420.9133783113152
175,176,105223.54588662088,113189.08931174874,3284.4774656053805,3284.4774656053805,113189.08931174874,0.0,32704.8046875,114138.82433167845,3295.8129621824964
176,177,105223.54588662088,120925.8961230889,3337.259447110433,3337.259447110433,120925.8961230889,0.0,33078.0078125,110369.13455851376,3216.7954788049597
177,178,105223.54588662088,113895.9875742197,3283.6153162086466,3283.6153162086466,113895.9875742197,0.0,32753.1875,127758.85805779696,3460.992114149252
178,179,105223.54588662088,118096.87764745206,3352.0838711856077,3352.0838711856077,118096.87764745206,0.0,33048.0859375,112852.4896549359,3265.0081667181735
179,180,105223.54588662088,110597.38057961315,3201.2170042457146,3201.2170042457146,110597.38057961315,0.0,32908.18359375,113677.15471608937,3282.5463511952184
180,181,105223.54588662088,110205.55057515204,3194.152512365752,3194.152512365752,110205.55057515204,0.0,32969.33984375,109919.87336751074,3197.2988223144644
181,182,105223.54588662088,110080.45608908683,3193.468158716273,3193.468158716273,110080.45608908683,0.0,33462.62109375,131854.40556293726,3502.843304445468
182,183,105223.54588662088,110802.39071893692,3199.817258452395,3199.817258452395,110802.39071893692,0.0,33021.44921875,109806.53923392296,3195.452122180416
183,184,105223.54588662088,110890.76662763953,3198.380098416347,3198.380098416347,110890.76662763953,0.0,32826.67578125,117289.87333659828,3334.2368048173994
184,185,105223.54588662088,110890.76662763953,3198.380098416347,3198.380098416347,110890.76662763953,0.0,33132.67578125,117902.06567694247,3340.586409496092
185,186,105223.54588662088,112570.05195628852,3202.528365242745,3202.528365242745,112570.05195628852,0.0,32622.599609375,111032.67789090425,3196.642232224265
186,187,105223.54588662088,112570.05195628852,3202.528365242745,3202.528365242745,112570.05195628852,0.0,32649.427734375,125983.95567373186,3346.4711350867724
187,188,105223.54588662088,117064.73907153308,3333.10340527021,3333.10340527021,117064.73907153308,0.0,32694.365234375,116556.27866470069,3327.3550114520813
188,189,105223.54588662088,116977.96114505082,3332.5435730806335,3332.5435730806335,116977.96114505082,0.0,32807.10546875,118222.58555577695,3352.68095585893
189,190,105223.54588662088,111311.67436769605,3240.4335993395744,3240.4335993395744,111311.67436769605,0.0,32996.90234375,132388.2449606508,3511.773188160715
