,Episode,Best score so far,Eval score,"Eval, g: 0.5: mean_agg","Eval, g: 0.5: std_agg","Eval, g: 0.5: mean_C0","Eval, g: 0.5: mean_C1","Eval, g: 0.5: std_C0","Eval, g: 0.5: std_C1",Loss 1,Loss 2,"Train, Cost 1","Train, Cost 2","Train, Aggregated cost"
0,50,42.45267462082691,42.45267462082691,42.45267462082691,42.45267462082691,43558.28306109832,17.892606070733333,2032.5903030142,4.538594692682147,0.5016200542449951,1.0230447053909302,46731.04518401746,32.38989675068,52.14190620919959
1,100,42.45267462082691,44.52868609006294,44.52868609006294,44.52868609006294,52643.23043381515,8.067786897333333,2944.4123940023414,1.1264094509398368,0.212576761841774,0.8779745697975159,48143.54744438843,29.046934330680003,51.55696519948496
