fra;jour;P_f;P_h;P;T_f;T_h;T;cl_age90;pop
FR;2021-04-20;722;733;1499;5549;5997;11755;09;7763205.6862729
FR;2021-04-20;2053;2044;4160;16801;16054;33218;19;8336486.16053724
FR;2021-04-20;2769;2647;5443;31716;27026;58989;29;7476787.18780411
FR;2021-04-20;2625;2336;4983;28904;24981;54098;39;8295371.93193955
FR;2021-04-20;2533;2268;4818;26766;23364;50293;49;8592886.15993015
FR;2021-04-20;2240;2131;4385;27126;22989;50223;59;8792674.76801071
FR;2021-04-20;1542;1310;2860;18927;17216;36225;69;8004082.76030424
FR;2021-04-20;793;637;1435;12142;11113;23303;79;5695639.13079729
FR;2021-04-20;477;314;792;10380;6256;16677;89;3245280.60813097
FR;2021-04-20;251;112;363;6700;2128;8854;90;912580.606272853
FR;2021-04-20;16012;14536;30755;185048;157162;343724;0;67114995
FR;2021-04-21;716;793;1554;5239;5920;11357;09;7763205.6862729
FR;2021-04-21;1964;1954;3983;16449;15943;32764;19;8336486.16053724
FR;2021-04-21;2772;2661;5475;31173;27386;58837;29;7476787.18780411
FR;2021-04-21;2493;2187;4694;27721;24975;52882;39;8295371.93193955
FR;2021-04-21;2334;2161;4519;25000;22924;48088;49;8592886.15993015
FR;2021-04-21;1967;1953;3938;25147;22424;47707;59;8792674.76801071
FR;2021-04-21;1339;1168;2516;16777;15667;32519;69;8004082.76030424
FR;2021-04-21;702;628;1331;10078;9533;19634;79;5695639.13079729
FR;2021-04-21;477;314;791;9007;5392;14410;89;3245280.60813097
FR;2021-04-21;272;104;377;6256;1917;8185;90;912580.606272853
FR;2021-04-21;15043;13938;29202;172886;152124;326481;0;67114995
FR;2021-04-22;731;715;1482;6183;6480;12905;09;7763205.6862729
FR;2021-04-22;1975;1904;3931;16986;17205;34532;19;8336486.16053724
FR;2021-04-22;2516;2466;5013;33252;29427;62954;29;7476787.18780411
FR;2021-04-22;2374;2117;4509;28520;25483;54196;39;8295371.93193955
FR;2021-04-22;2285;2078;4374;25356;22966;48472;49;8592886.15993015
FR;2021-04-22;2026;1902;3944;25374;21824;47341;59;8792674.76801071
FR;2021-04-22;1266;1127;2400;15946;14480;30506;69;8004082.76030424
FR;2021-04-22;679;576;1255;9500;8429;17954;79;5695639.13079729
FR;2021-04-22;440;281;721;8741;4998;13750;89;3245280.60813097
FR;2021-04-22;271;92;367;6516;1921;8448;90;912580.606272853
FR;2021-04-22;14574;13264;28014;176417;153243;331139;0;67114995
FR;2021-04-23;831;880;1752;8171;8741;17249;09;7763205.6862729
FR;2021-04-23;1987;2047;4090;21343;20444;42231;19;8336486.16053724
FR;2021-04-23;2497;2455;4986;36359;33011;69737;29;7476787.18780411
FR;2021-04-23;2372;2084;4479;30847;28905;59971;39;8295371.93193955
FR;2021-04-23;2246;1960;4219;27745;26199;54127;49;8592886.15993015
FR;2021-04-23;2088;1875;3977;27473;24974;52594;59;8792674.76801071
FR;2021-04-23;1371;1148;2530;18836;17482;36393;69;8004082.76030424
FR;2021-04-23;692;599;1292;11948;11387;23365;79;5695639.13079729
FR;2021-04-23;426;272;700;8836;5846;14702;89;3245280.60813097
FR;2021-04-23;241;80;322;5642;1753;7399;90;912580.606272853
FR;2021-04-23;14756;13407;28363;197240;178782;377861;0;67114995
FR;2021-04-24;548;566;1148;4714;5155;10098;09;7763205.6862729
FR;2021-04-24;1259;1147;2447;12892;11948;25138;19;8336486.16053724
FR;2021-04-24;1535;1451;2997;21655;19137;41027;29;7476787.18780411
FR;2021-04-24;1455;1408;2880;18128;17047;35342;39;8295371.93193955
FR;2021-04-24;1396;1302;2706;16400;15891;32397;49;8592886.15993015
FR;2021-04-24;1262;1199;2468;15998;15622;31722;59;8792674.76801071
FR;2021-04-24;797;714;1517;11358;11010;22407;69;8004082.76030424
FR;2021-04-24;429;379;810;7364;7152;14535;79;5695639.13079729
FR;2021-04-24;224;152;376;4642;3523;8171;89;3245280.60813097
FR;2021-04-24;98;49;147;1940;830;2772;90;912580.606272853
FR;2021-04-24;9007;8370;17505;115123;107338;223674;0;67114995
FR;2021-04-25;123;113;240;1392;1624;3057;09;7763205.6862729
FR;2021-04-25;212;197;410;2180;2067;4278;19;8336486.16053724
FR;2021-04-25;316;255;575;4366;3786;8221;29;7476787.18780411
FR;2021-04-25;337;345;686;4060;3814;7918;39;8295371.93193955
FR;2021-04-25;261;275;540;3148;3342;6517;49;8592886.15993015
FR;2021-04-25;219;258;479;2889;3436;6347;59;8792674.76801071
FR;2021-04-25;149;133;285;2096;2464;4572;69;8004082.76030424
FR;2021-04-25;72;99;171;1649;1949;3601;79;5695639.13079729
FR;2021-04-25;88;71;159;1804;1426;3233;89;3245280.60813097
FR;2021-04-25;54;24;79;1030;469;1500;90;912580.606272853
FR;2021-04-25;1831;1770;3624;24628;24385;49268;0;67114995
FR;2021-04-26;957;1008;2014;12700;13309;26525;09;7763205.6862729
FR;2021-04-26;2264;2250;4587;20291;20524;41202;19;8336486.16053724
FR;2021-04-26;2936;2885;5850;34208;29372;63882;29;7476787.18780411
FR;2021-04-26;2948;2607;5576;32582;27822;60624;39;8295371.93193955
FR;2021-04-26;2804;2502;5328;30316;26519;56999;49;8592886.15993015
FR;2021-04-26;2582;2467;5067;30554;27300;57985;59;8792674.76801071
FR;2021-04-26;1624;1430;3059;21920;20591;42598;69;8004082.76030424
FR;2021-04-26;776;732;1510;14793;14110;28942;79;5695639.13079729
FR;2021-04-26;532;287;821;11663;7334;19014;89;3245280.60813097
FR;2021-04-26;265;123;388;7185;2383;9574;90;912580.606272853
FR;2021-04-26;17695;16300;34219;216250;189306;407447;0;67114995
FR;2021-04-27;780;748;1572;20585;21891;43391;09;7763205.6862729
FR;2021-04-27;1729;1661;3437;18893;18728;38081;19;8336486.16053724
FR;2021-04-27;2138;2065;4236;28993;24354;53583;29;7476787.18780411
FR;2021-04-27;2114;1844;3981;27437;22861;50477;39;8295371.93193955
FR;2021-04-27;2045;1745;3802;25087;21147;46365;49;8592886.15993015
FR;2021-04-27;1836;1639;3493;25518;21330;46971;59;8792674.76801071
FR;2021-04-27;1183;997;2193;17596;16125;33798;69;8004082.76030424
FR;2021-04-27;622;539;1162;11662;10829;22526;79;5695639.13079729
FR;2021-04-27;394;219;614;9932;6059;16010;89;3245280.60813097
FR;2021-04-27;248;69;317;6718;2033;8757;90;912580.606272853
FR;2021-04-27;13092;11527;24814;192450;165393;360034;0;67114995
FR;2021-04-28;713;723;1476;9068;9507;19026;09;7763205.6862729
FR;2021-04-28;1557;1596;3195;16180;16128;32684;19;8336486.16053724
FR;2021-04-28;1952;1967;3944;28726;25490;54473;29;7476787.18780411
FR;2021-04-28;1830;1630;3484;25719;23198;49116;39;8295371.93193955
FR;2021-04-28;1721;1571;3311;23227;21028;44390;49;8592886.15993015
FR;2021-04-28;1507;1467;2991;23529;21011;44667;59;8792674.76801071
FR;2021-04-28;963;903;1873;15449;14569;30088;69;8004082.76030424
FR;2021-04-28;507;445;955;9750;9545;19330;79;5695639.13079729
FR;2021-04-28;372;211;583;8601;5187;13800;89;3245280.60813097
FR;2021-04-28;219;73;292;5867;1814;7690;90;912580.606272853
FR;2021-04-28;11348;10592;22117;166148;147508;315329;0;67114995
FR;2021-04-29;724;838;1604;31048;32009;64378;09;7763205.6862729
FR;2021-04-29;1558;1622;3231;23546;23653;47913;19;8336486.16053724
FR;2021-04-29;1843;1765;3622;31968;27683;59902;29;7476787.18780411
FR;2021-04-29;1755;1646;3417;28397;25032;53630;39;8295371.93193955
FR;2021-04-29;1662;1437;3108;24666;21969;46780;49;8592886.15993015
FR;2021-04-29;1437;1383;2830;24589;20946;45654;59;8792674.76801071
FR;2021-04-29;954;806;1763;15244;13924;29224;69;8004082.76030424
FR;2021-04-29;460;448;910;8960;8618;17612;79;5695639.13079729
FR;2021-04-29;336;188;525;8446;4989;13446;89;3245280.60813097
FR;2021-04-29;208;80;288;6532;1838;8372;90;912580.606272853
FR;2021-04-29;10941;10216;21306;203444;180713;387020;0;67114995
FR;2021-04-30;933;907;1887;31753;32888;66289;09;7763205.6862729
FR;2021-04-30;1827;1869;3750;31623;30250;62712;19;8336486.16053724
FR;2021-04-30;1886;1801;3711;39238;33290;72872;29;7476787.18780411
FR;2021-04-30;1750;1636;3406;33864;30312;64422;39;8295371.93193955
FR;2021-04-30;1766;1528;3306;30276;27389;57828;49;8592886.15993015
FR;2021-04-30;1570;1430;3010;29939;27065;57153;59;8792674.76801071
FR;2021-04-30;941;941;1888;20757;19800;40632;69;8004082.76030424
FR;2021-04-30;474;443;919;13478;13188;26710;79;5695639.13079729
FR;2021-04-30;341;195;536;9073;6214;15294;89;3245280.60813097
FR;2021-04-30;175;76;251;4847;1702;6552;90;912580.606272853
FR;2021-04-30;11665;10830;22670;244901;222151;470591;0;67114995
FR;2021-05-01;115;133;253;1898;2088;4042;09;7763205.6862729
FR;2021-05-01;269;248;526;3605;3422;7120;19;8336486.16053724
FR;2021-05-01;397;338;738;7190;5635;12926;29;7476787.18780411
FR;2021-05-01;363;319;685;5962;5381;11404;39;8295371.93193955
FR;2021-05-01;322;285;610;4411;4568;9017;49;8592886.15993015
FR;2021-05-01;253;264;517;4043;4452;8523;59;8792674.76801071
FR;2021-05-01;151;138;289;2931;3241;6187;69;8004082.76030424
FR;2021-05-01;88;89;177;2244;2474;4720;79;5695639.13079729
FR;2021-05-01;76;57;133;2198;1551;3750;89;3245280.60813097
FR;2021-05-01;47;19;66;1218;511;1731;90;912580.606272853
FR;2021-05-01;2081;1891;3995;35716;33334;69450;0;67114995
FR;2021-05-02;129;112;243;1571;1622;3229;09;7763205.6862729
FR;2021-05-02;239;206;450;3286;3134;6502;19;8336486.16053724
FR;2021-05-02;314;296;619;5344;4391;9838;29;7476787.18780411
FR;2021-05-02;327;272;600;4786;4360;9231;39;8295371.93193955
FR;2021-05-02;252;274;528;3608;3983;7630;49;8592886.15993015
FR;2021-05-02;216;239;459;3397;3991;7418;59;8792674.76801071
FR;2021-05-02;112;149;261;2331;2818;5158;69;8004082.76030424
FR;2021-05-02;92;87;179;1951;2174;4129;79;5695639.13079729
FR;2021-05-02;94;55;149;1934;1424;3359;89;3245280.60813097
FR;2021-05-02;54;17;71;1066;434;1500;90;912580.606272853
FR;2021-05-02;1830;1708;3563;29283;28341;58017;0;67114995
FR;2021-05-03;1014;1154;2217;29947;31323;62656;09;7763205.6862729
FR;2021-05-03;2118;2148;4334;28380;29259;58482;19;8336486.16053724
FR;2021-05-03;2353;2266;4642;33945;29714;63928;29;7476787.18780411
FR;2021-05-03;2514;2152;4686;33899;28600;62692;39;8295371.93193955
FR;2021-05-03;2447;2139;4608;31272;27283;58756;49;8592886.15993015
FR;2021-05-03;2049;1959;4020;31470;28071;59701;59;8792674.76801071
FR;2021-05-03;1245;1117;2371;23881;23204;47190;69;8004082.76030424
FR;2021-05-03;585;558;1145;16084;16008;32138;79;5695639.13079729
FR;2021-05-03;383;254;639;11356;7728;19098;89;3245280.60813097
FR;2021-05-03;196;65;261;6555;2089;8645;90;912580.606272853
FR;2021-05-03;14907;13817;28933;246847;223326;473404;0;67114995
FR;2021-05-04;806;867;1727;34701;35755;71839;09;7763205.6862729
FR;2021-05-04;1506;1536;3099;27962;28635;57349;19;8336486.16053724
FR;2021-05-04;1794;1652;3463;28752;23814;52780;29;7476787.18780411
FR;2021-05-04;1694;1525;3234;28346;23232;51801;39;8295371.93193955
FR;2021-05-04;1630;1339;2983;25151;21190;46538;49;8592886.15993015
FR;2021-05-04;1367;1197;2571;24931;20466;45538;59;8792674.76801071
FR;2021-05-04;826;760;1590;17560;16365;34002;69;8004082.76030424
FR;2021-05-04;424;375;803;11491;11099;22626;79;5695639.13079729
FR;2021-05-04;291;201;493;9306;5889;15209;89;3245280.60813097
FR;2021-05-04;176;66;242;6000;1913;7915;90;912580.606272853
FR;2021-05-04;10515;9523;20212;214247;188404;405706;0;67114995
FR;2021-05-05;668;759;1471;16575;17204;34420;09;7763205.6862729
FR;2021-05-05;1459;1370;2879;25734;25793;52191;19;8336486.16053724
FR;2021-05-05;1589;1448;3052;29171;24972;54356;29;7476787.18780411
FR;2021-05-05;1564;1374;2954;28322;24263;52742;39;8295371.93193955
FR;2021-05-05;1379;1135;2522;24041;20953;45107;49;8592886.15993015
FR;2021-05-05;1181;1004;2198;23909;21061;45075;59;8792674.76801071
FR;2021-05-05;696;631;1332;15702;15147;30907;69;8004082.76030424
FR;2021-05-05;317;326;647;9868;9687;19581;79;5695639.13079729
FR;2021-05-05;241;147;389;7871;4969;12852;89;3245280.60813097
FR;2021-05-05;138;49;187;5363;1665;7032;90;912580.606272853
FR;2021-05-05;9237;8244;17637;186600;165756;354362;0;67114995
FR;2021-05-06;766;792;1599;36820;37635;76241;09;7763205.6862729
FR;2021-05-06;1311;1375;2720;38284;38466;77919;19;8336486.16053724
FR;2021-05-06;1462;1490;2967;34550;29373;64223;29;7476787.18780411
FR;2021-05-06;1464;1322;2805;31823;27532;59585;39;8295371.93193955
FR;2021-05-06;1331;1195;2533;26307;23004;49473;49;8592886.15993015
FR;2021-05-06;1099;1101;2210;26045;22934;49094;59;8792674.76801071
FR;2021-05-06;627;538;1169;15676;15009;30764;69;8004082.76030424
FR;2021-05-06;308;293;602;8790;8534;17365;79;5695639.13079729
FR;2021-05-06;223;130;354;7549;4572;12136;89;3245280.60813097
FR;2021-05-06;135;49;184;5596;1622;7228;90;912580.606272853
FR;2021-05-06;8731;8285;17148;231498;208738;444149;0;67114995
FR;2021-05-07;869;1000;1924;38939;39937;80758;09;7763205.6862729
FR;2021-05-07;1474;1454;2982;42960;40962;85157;19;8336486.16053724
FR;2021-05-07;1477;1476;2977;40476;33507;74352;29;7476787.18780411
FR;2021-05-07;1580;1351;2944;36619;30682;67579;39;8295371.93193955
FR;2021-05-07;1419;1242;2673;30627;27013;57840;49;8592886.15993015
FR;2021-05-07;1127;1038;2173;29171;26675;55993;59;8792674.76801071
FR;2021-05-07;698;614;1316;20348;19598;40046;69;8004082.76030424
FR;2021-05-07;338;307;647;13306;13363;26703;79;5695639.13079729
FR;2021-05-07;232;135;368;8344;5940;14297;89;3245280.60813097
FR;2021-05-07;111;43;154;4144;1495;5647;90;912580.606272853
FR;2021-05-07;9327;8664;18167;264981;239219;508482;0;67114995
FR;2021-05-08;170;184;362;3029;3359;6517;09;7763205.6862729
FR;2021-05-08;263;238;507;5383;4741;10267;19;8336486.16053724
FR;2021-05-08;373;297;678;8635;6861;15693;29;7476787.18780411
FR;2021-05-08;418;357;780;7495;6792;14392;39;8295371.93193955
FR;2021-05-08;310;323;638;5586;5722;11384;49;8592886.15993015
FR;2021-05-08;253;249;504;4982;5168;10200;59;8792674.76801071
FR;2021-05-08;137;131;270;3488;3831;7340;69;8004082.76030424
FR;2021-05-08;66;81;147;2610;2861;5480;79;5695639.13079729
FR;2021-05-08;61;34;95;2348;1705;4054;89;3245280.60813097
FR;2021-05-08;34;18;52;1193;545;1738;90;912580.606272853
FR;2021-05-08;2087;1912;4036;44765;41601;87101;0;67114995
FR;2021-05-09;131;122;255;1969;2160;4186;09;7763205.6862729
FR;2021-05-09;184;188;375;3018;2831;5928;19;8336486.16053724
FR;2021-05-09;256;228;491;5265;4185;9526;29;7476787.18780411
FR;2021-05-09;276;232;509;4877;4367;9290;39;8295371.93193955
FR;2021-05-09;231;233;465;3801;3929;7757;49;8592886.15993015
FR;2021-05-09;174;182;357;3356;3819;7192;59;8792674.76801071
FR;2021-05-09;99;97;197;2317;2783;5110;69;8004082.76030424
FR;2021-05-09;51;42;93;1895;2139;4037;79;5695639.13079729
FR;2021-05-09;48;46;94;1958;1398;3358;89;3245280.60813097
FR;2021-05-09;32;15;47;1076;475;1551;90;912580.606272853
FR;2021-05-09;1482;1385;2883;29539;28105;57974;0;67114995
FR;2021-05-10;1038;1105;2199;36806;38682;77032;09;7763205.6862729
FR;2021-05-10;1719;1778;3577;45823;45054;92240;19;8336486.16053724
FR;2021-05-10;1978;1795;3788;35606;29781;65671;29;7476787.18780411
FR;2021-05-10;2176;1796;3985;36713;30558;67514;39;8295371.93193955
FR;2021-05-10;2006;1737;3754;33148;28874;62206;49;8592886.15993015
FR;2021-05-10;1687;1482;3187;31863;28475;60502;59;8792674.76801071
FR;2021-05-10;1013;871;1888;21876;21920;43888;69;8004082.76030424
FR;2021-05-10;415;401;819;14232;14189;28464;79;5695639.13079729
FR;2021-05-10;308;154;462;9965;6784;16768;89;3245280.60813097
FR;2021-05-10;136;56;193;5464;1937;7408;90;912580.606272853
FR;2021-05-10;12495;11199;23897;271787;246529;522292;0;67114995
FR;2021-05-11;791;855;1690;37329;38802;77755;09;7763205.6862729
FR;2021-05-11;1308;1329;2688;47399;45989;94902;19;8336486.16053724
FR;2021-05-11;1408;1329;2750;36113;29202;65570;29;7476787.18780411
FR;2021-05-11;1528;1225;2765;35457;29365;65040;39;8295371.93193955
FR;2021-05-11;1377;1095;2485;30238;25904;56315;49;8592886.15993015
FR;2021-05-11;1057;956;2020;27358;23702;51167;59;8792674.76801071
FR;2021-05-11;608;554;1167;16444;15744;32278;69;8004082.76030424
FR;2021-05-11;313;235;550;9326;8870;18235;79;5695639.13079729
FR;2021-05-11;217;114;331;7898;4740;12649;89;3245280.60813097
FR;2021-05-11;132;47;179;5492;1631;7127;90;912580.606272853
FR;2021-05-11;8744;7740;16633;253107;224005;481167;0;67114995
FR;2021-05-12;711;726;1482;18874;19013;38822;09;7763205.6862729
FR;2021-05-12;1314;1297;2644;41415;39880;82657;19;8336486.16053724
FR;2021-05-12;1389;1324;2724;40306;33457;74112;29;7476787.18780411
FR;2021-05-12;1422;1305;2744;37241;32506;70029;39;8295371.93193955
FR;2021-05-12;1274;1130;2417;31837;28119;60183;49;8592886.15993015
FR;2021-05-12;1010;953;1973;28358;24563;53075;59;8792674.76801071
FR;2021-05-12;565;532;1100;16829;16369;33294;69;8004082.76030424
FR;2021-05-12;260;239;499;9358;9265;18657;79;5695639.13079729
FR;2021-05-12;208;110;318;7462;4609;12092;89;3245280.60813097
FR;2021-05-12;110;45;155;4833;1627;6468;90;912580.606272853
FR;2021-05-12;8263;7663;16058;236544;209454;449475;0;67114995
FR;2021-05-13;104;132;245;2215;2530;4830;09;7763205.6862729
FR;2021-05-13;198;195;405;4468;4397;8996;19;8336486.16053724
FR;2021-05-13;312;290;612;9007;7840;17000;29;7476787.18780411
FR;2021-05-13;311;293;608;7214;6779;14118;39;8295371.93193955
FR;2021-05-13;227;241;469;4795;5089;9947;49;8592886.15993015
FR;2021-05-13;171;148;319;4237;4448;8721;59;8792674.76801071
FR;2021-05-13;85;95;181;2743;3052;5811;69;8004082.76030424
FR;2021-05-13;45;57;102;1891;2124;4026;79;5695639.13079729
FR;2021-05-13;37;31;68;2005;1465;3471;89;3245280.60813097
FR;2021-05-13;30;12;42;1222;443;1667;90;912580.606272853
FR;2021-05-13;1520;1495;3053;39809;38172;78615;0;67114995
FR;2021-05-14;819;880;1732;19461;20180;40452;09;7763205.6862729
FR;2021-05-14;1373;1388;2805;38359;36338;75764;19;8336486.16053724
FR;2021-05-14;1447;1393;2850;39050;33550;72921;29;7476787.18780411
FR;2021-05-14;1627;1317;2953;35351;31917;67492;39;8295371.93193955
FR;2021-05-14;1389;1257;2657;28660;26968;55801;49;8592886.15993015
FR;2021-05-14;1151;1007;2167;28084;26089;54313;59;8792674.76801071
FR;2021-05-14;649;600;1251;20299;20062;40442;69;8004082.76030424
FR;2021-05-14;304;245;549;12979;12983;25998;79;5695639.13079729
FR;2021-05-14;201;98;299;7917;5774;13710;89;3245280.60813097
FR;2021-05-14;104;41;145;4303;1522;5826;90;912580.606272853
FR;2021-05-14;9069;8228;17416;234516;215465;453024;0;67114995
FR;2021-05-15;410;420;847;8988;9435;18846;09;7763205.6862729
FR;2021-05-15;743;754;1539;18731;17374;36640;19;8336486.16053724
FR;2021-05-15;746;687;1440;19923;16198;36327;29;7476787.18780411
FR;2021-05-15;821;719;1548;17862;16103;34110;39;8295371.93193955
FR;2021-05-15;717;653;1378;14248;14249;28595;49;8592886.15993015
FR;2021-05-15;526;536;1064;13425;13436;26928;59;8792674.76801071
FR;2021-05-15;303;299;604;10467;10584;21091;69;8004082.76030424
FR;2021-05-15;147;134;282;7321;7398;14739;79;5695639.13079729
FR;2021-05-15;91;59;150;4240;3457;7702;89;3245280.60813097
FR;2021-05-15;47;14;61;1728;792;2520;90;912580.606272853
FR;2021-05-15;4555;4276;8919;116964;109187;228387;0;67114995
FR;2021-05-16;95;109;209;1981;2186;4236;09;7763205.6862729
FR;2021-05-16;149;171;325;3300;3191;6566;19;8336486.16053724
FR;2021-05-16;214;199;417;4821;4000;8884;29;7476787.18780411
FR;2021-05-16;211;218;432;4522;4119;8675;39;8295371.93193955
FR;2021-05-16;176;179;355;3119;3564;6711;49;8592886.15993015
FR;2021-05-16;130;136;267;2723;3257;5997;59;8792674.76801071
FR;2021-05-16;68;69;138;2049;2468;4526;69;8004082.76030424
FR;2021-05-16;33;38;71;1707;2003;3711;79;5695639.13079729
FR;2021-05-16;34;28;62;1908;1387;3297;89;3245280.60813097
FR;2021-05-16;21;14;35;1018;470;1489;90;912580.606272853
FR;2021-05-16;1131;1161;2312;27151;26681;54308;0;67114995
FR;2021-05-17;795;900;1741;31421;33215;65963;09;7763205.6862729
FR;2021-05-17;1654;1742;3452;46032;46393;93758;19;8336486.16053724
FR;2021-05-17;1671;1463;3154;30817;25958;57040;29;7476787.18780411
FR;2021-05-17;1977;1575;3572;32647;26948;59798;39;8295371.93193955
FR;2021-05-17;1654;1513;3181;27344;24550;52059;49;8592886.15993015
FR;2021-05-17;1215;1114;2340;25886;23506;49559;59;8792674.76801071
FR;2021-05-17;692;633;1330;21326;20500;41924;69;8004082.76030424
FR;2021-05-17;292;295;587;15005;15118;30158;79;5695639.13079729
FR;2021-05-17;188;111;300;9635;6928;16580;89;3245280.60813097
FR;2021-05-17;84;40;124;4899;1863;6766;90;912580.606272853
FR;2021-05-17;10225;9390;19788;245064;225043;473762;0;67114995
FR;2021-05-18;769;790;1612;38050;39226;78945;09;7763205.6862729
FR;2021-05-18;1428;1509;3010;46324;45132;93326;19;8336486.16053724
FR;2021-05-18;1365;1191;2570;28418;22411;51028;29;7476787.18780411
FR;2021-05-18;1491;1125;2628;28949;22730;51863;39;8295371.93193955
FR;2021-05-18;1197;1069;2277;24126;20408;44659;49;8592886.15993015
FR;2021-05-18;869;793;1666;22276;19291;41656;59;8792674.76801071
FR;2021-05-18;499;452;953;16889;15999;32969;69;8004082.76030424
FR;2021-05-18;256;177;434;11500;11252;22787;79;5695639.13079729
FR;2021-05-18;145;80;226;8141;5522;13675;89;3245280.60813097
FR;2021-05-18;90;29;119;4869;1583;6463;90;912580.606272853
FR;2021-05-18;8110;7217;15503;229604;203603;437507;0;67114995
FR;2021-05-19;589;592;1206;17918;18600;37447;09;7763205.6862729
FR;2021-05-19;1311;1320;2683;40804;39969;82380;19;8336486.16053724
FR;2021-05-19;1208;1127;2355;30606;24858;55673;29;7476787.18780411
FR;2021-05-19;1319;1042;2367;29233;24904;54294;39;8295371.93193955
FR;2021-05-19;1128;915;2051;24817;21607;46549;49;8592886.15993015
FR;2021-05-19;740;693;1442;22615;20421;43145;59;8792674.76801071
FR;2021-05-19;454;374;831;15853;15415;31332;69;8004082.76030424
FR;2021-05-19;241;205;448;9945;9862;19844;79;5695639.13079729
FR;2021-05-19;117;79;196;6844;4706;11562;89;3245280.60813097
FR;2021-05-19;67;22;90;4162;1478;5644;90;912580.606272853
FR;2021-05-19;7175;6371;13676;202843;181857;387968;0;67114995
FR;2021-05-20;595;609;1238;30087;30610;62217;09;7763205.6862729
FR;2021-05-20;1149;1128;2326;42788;41818;86031;19;8336486.16053724
FR;2021-05-20;1118;995;2121;35482;28774;64523;29;7476787.18780411
FR;2021-05-20;1198;991;2205;32733;28521;61470;39;8295371.93193955
FR;2021-05-20;999;876;1883;25407;23272;48860;49;8592886.15993015
FR;2021-05-20;709;612;1328;24121;21630;45859;59;8792674.76801071
FR;2021-05-20;438;363;803;15551;15035;30662;69;8004082.76030424
FR;2021-05-20;176;184;362;8286;8040;16369;79;5695639.13079729
FR;2021-05-20;113;80;194;5649;3771;9438;89;3245280.60813097
FR;2021-05-20;61;26;87;3483;1168;4664;90;912580.606272853
FR;2021-05-20;6556;5866;12550;223633;202690;430204;0;67114995
FR;2021-05-21;572;606;1215;29886;30853;61910;09;7763205.6862729
FR;2021-05-21;1208;1150;2394;44002;41742;87188;19;8336486.16053724
FR;2021-05-21;1170;977;2158;38121;31470;69954;29;7476787.18780411
FR;2021-05-21;1110;886;2007;34693;30184;65153;39;8295371.93193955
FR;2021-05-21;989;869;1868;27720;25270;53172;49;8592886.15993015
FR;2021-05-21;722;660;1386;25059;23047;48239;59;8792674.76801071
FR;2021-05-21;464;362;834;17205;16387;33666;69;8004082.76030424
FR;2021-05-21;193;181;375;10051;9999;20086;79;5695639.13079729
FR;2021-05-21;107;70;178;6120;4272;10407;89;3245280.60813097
FR;2021-05-21;64;19;83;3189;1140;4336;90;912580.606272853
FR;2021-05-21;6600;5783;12507;236095;214412;454222;0;67114995
FR;2021-05-22;334;339;702;8020;8488;16841;09;7763205.6862729
FR;2021-05-22;704;672;1410;19972;17767;38237;19;8336486.16053724
FR;2021-05-22;677;619;1301;22491;18558;41301;29;7476787.18780411
FR;2021-05-22;710;614;1333;19851;17505;37518;39;8295371.93193955
FR;2021-05-22;668;550;1224;16289;15590;32004;49;8592886.15993015
FR;2021-05-22;477;438;916;14941;14777;29779;59;8792674.76801071
FR;2021-05-22;265;228;496;11505;11613;23160;69;8004082.76030424
FR;2021-05-22;139;111;250;7918;8138;16077;79;5695639.13079729
FR;2021-05-22;66;44;111;4194;3483;7682;89;3245280.60813097
FR;2021-05-22;32;14;47;1592;703;2296;90;912580.606272853
FR;2021-05-22;4073;3629;7792;126802;116646;244957;0;67114995
FR;2021-05-23;55;61;119;1546;1745;3332;09;7763205.6862729
FR;2021-05-23;150;116;269;2756;2452;5273;19;8336486.16053724
FR;2021-05-23;202;137;341;5176;3948;9185;29;7476787.18780411
FR;2021-05-23;142;171;314;4582;4197;8829;39;8295371.93193955
FR;2021-05-23;158;137;296;3082;3514;6631;49;8592886.15993015
FR;2021-05-23;103;103;207;2753;3104;5871;59;8792674.76801071
FR;2021-05-23;57;47;104;2248;2622;4875;69;8004082.76030424
FR;2021-05-23;27;33;60;1858;2099;3959;79;5695639.13079729
FR;2021-05-23;29;15;44;1872;1331;3203;89;3245280.60813097
FR;2021-05-23;16;7;23;1003;408;1412;90;912580.606272853
FR;2021-05-23;939;827;1777;26880;25427;52583;0;67114995
FR;2021-05-24;126;135;263;3123;3345;6550;09;7763205.6862729
FR;2021-05-24;281;280;567;6534;6071;12761;19;8336486.16053724
FR;2021-05-24;333;315;654;8685;7499;16307;29;7476787.18780411
FR;2021-05-24;383;319;704;8232;7501;15810;39;8295371.93193955
FR;2021-05-24;283;275;562;5936;6447;12427;49;8592886.15993015
FR;2021-05-24;173;210;385;5175;5868;11072;59;8792674.76801071
FR;2021-05-24;91;93;184;4004;4662;8701;69;8004082.76030424
FR;2021-05-24;43;50;93;3129;3573;6717;79;5695639.13079729
FR;2021-05-24;33;25;58;2653;2026;4686;89;3245280.60813097
FR;2021-05-24;19;9;28;1277;589;1866;90;912580.606272853
FR;2021-05-24;1766;1712;3500;48764;47594;96934;0;67114995
FR;2021-05-25;640;741;1412;33634;35142;69996;09;7763205.6862729
FR;2021-05-25;1522;1584;3160;49958;49520;101254;19;8336486.16053724
FR;2021-05-25;1443;1333;2788;30703;25451;56386;29;7476787.18780411
FR;2021-05-25;1559;1269;2842;31219;25820;57235;39;8295371.93193955
