,Episode,Best score so far,Eval score,"Eval, g: [0.]: mean_agg","Eval, g: [0.]: std_agg","Eval, g: [0.]: mean_C0","Eval, g: [0.]: mean_C1","Eval, g: [0.]: std_C0","Eval, g: [0.]: std_C1","Eval, g: [0.25]: mean_agg","Eval, g: [0.25]: std_agg","Eval, g: [0.25]: mean_C0","Eval, g: [0.25]: mean_C1","Eval, g: [0.25]: std_C0","Eval, g: [0.25]: std_C1","Eval, g: [0.5]: mean_agg","Eval, g: [0.5]: std_agg","Eval, g: [0.5]: mean_C0","Eval, g: [0.5]: mean_C1","Eval, g: [0.5]: std_C0","Eval, g: [0.5]: std_C1","Eval, g: [0.75]: mean_agg","Eval, g: [0.75]: std_agg","Eval, g: [0.75]: mean_C0","Eval, g: [0.75]: mean_C1","Eval, g: [0.75]: std_C0","Eval, g: [0.75]: std_C1","Eval, g: [1.]: mean_agg","Eval, g: [1.]: std_agg","Eval, g: [1.]: mean_C0","Eval, g: [1.]: mean_C1","Eval, g: [1.]: std_C0","Eval, g: [1.]: std_C1",Loss 1,Loss 2,"Train, Cost 1","Train, Cost 2","Train, Aggregated cost"
0,50,47.26172846257036,47.26172846257036,5.643322514933667,6.108396575321349,3668.1596347068835,155.58384255376666,3970.4577739588776,0.08885473195748901,45.4540042095352,8.971904131024285,5674.26050220772,155.62712221256666,7739.094812272847,0.16908134748876216,80.78144944546817,3.745411670025658,3882.8505490469743,155.58928266163335,4799.161130660363,0.1075457008781574,93.61378586861476,17.417517311080193,23804.9198256084,112.61072996553337,7055.557311377351,22.11125987864727,10.816080274299999,7.043494847731888,54391.06236061992,10.8160802743,1779.5939814757194,7.043494847731889,0.9848377704620361,1.3328797817230225,28515.018466688758,83.60423197826002,52.94914074880759
