2.423317069	0.31679462	0.056615726	0.061872842	0.016537742	0.086418366	0.159975442	0.131679834	0.062385283	0.073877097	0.03941319	0.026863655	0.002379044	0.000823078	8.26941E-66	6.4034E-120
0.396403062	2.69340407	0.149117638	0.016605802	0.016690357	0.055241861	0.074119185	0.078730311	0.077439688	0.055006363	0.046989801	0.015158553	0.004197393	0.00109609	0.00034769	8.1016E-39
0.003278438	0.578919868	3.343917044	0.104310475	0.01068016	0.042895851	0.044907563	0.08034099	0.085067595	0.066506488	0.047289426	0.024726602	0.004490427	0.000572045	4.94061E-25	0.000182411
0.019841936	0.024969241	1.045317762	3.605975898	0.043691219	0.048554152	0.055761422	0.088169599	0.075295588	0.088394488	0.049427948	0.030490602	0.004869257	0.000825136	6.21503E-33	1.70951E-70
0.02222881	0.013345214	0.0052929	0.446844212	0.257036089	0.033254801	0.022804856	0.03029157	0.019723658	0.024324768	0.013183754	0.00966006	0.000622289	0.001128098	0.000177169	1.22E-47
0.027886471	0.076988153	0.024070332	0.124164657	0.184198879	0.126951662	0.022679044	0.032915231	0.040018923	0.035283768	0.009370891	0.015596174	0.004080564	0.002165876	0.000463333	0.001286979
0.056355697	0.264675482	0.174397952	0.110956114	0.03435989	0.070985584	0.065925055	0.050137526	0.055899737	0.029314735	0.024374087	0.003782847	0.005294216	0.000404359	1.65534E-48	3.11456E-55
0.105979229	0.175609778	0.128074723	0.065077176	0.01461916	0.050070648	0.071386582	0.058713522	0.067006984	0.03232719	0.004871249	0.011482729	0.000583929	0.001916087	1.8461E-123	9.70714E-67
0.034647705	0.102566705	0.081043543	0.326451029	0.007181008	0.02566297	0.025758678	0.038372574	0.084545067	0.030394112	0.03446342	0.009740296	0.005925295	0.000443447	4.81734E-68	2.40539E-92
0.290591878	0.230711589	0.14874661	0.530154107	0.00522506	0.032159278	0.063435269	0.060410747	0.057916588	0.035104683	0.043871369	0.020365511	0.003608185	0.001577039	6.2167E-134	3.27746E-72
0.071844557	0.385147234	0.479615616	0.511824033	0.005349603	0.016631663	0.047436438	0.051438583	0.065808436	0.090620685	0.04659788	0.025021082	0.00517177	8.47243E-24	1.2395E-117	5.6502E-78
0.222714029	0.373913433	0.322417644	0.365211757	0.006354424	0.065086046	0.025816528	0.047262619	0.061043283	0.044547511	0.03936898	0.043929058	0.01023256	1.10037E-31	0.000782841	0.000763368
0.067491702	0.052495339	0.026762807	0.124011868	0.011288841	0.001616113	0.015127917	0.044256066	0.009914622	0.015818299	0.012665895	0.006649163	0.020707256	0.010851976	4.42375E-67	2.12131E-37
0.001774119	0.02140402	0.008328069	5.8246E-32	0.001770039	0.001728177	0.011233488	0.00495535	0.005022036	0.008109178	0.00185777	0.014481478	0.007931012	0.017277928	0.011123249	3.4568E-126
1.28607E-28	5.11413E-26	1.93143E-40	0.007608781	2.63593E-22	1.69828E-24	1.25946E-26	0.00762848	0.007858294	0.02117733	0.035255441	0.021460189	0.007740838	0.008012813	0.007912863	0.021382619
2.82723E-94	0.021161495	8.47757E-42	0.021289267	4.89971E-36	0.007598268	9.78083E-69	2.23375E-60	1.439E-48	8.57189E-60	4.701E-42	1.60011E-46	2.21044E-83	8.8583E-107	1.02043E-80	6.6142E-113
