0.693543141	0.311971285	0.155878575	0.11303449	0.190623153	0.287716277	0.346708627	0.338489148	0.234633036	0.170371277	0.214965527	0.208537937	0.161568267	0.120727819	0.084797183	0.048644562
0.339689028	1.329525094	0.475759448	0.129550175	0.109452706	0.214680875	0.273299502	0.34540217	0.299102601	0.147320379	0.123148144	0.14827206	0.160717995	0.104147748	0.055309451	0.049798679
0.106863246	0.590357897	2.038973076	0.312855613	0.206428021	0.17253645	0.207677135	0.28253153	0.333989068	0.217511935	0.149173483	0.107784756	0.088279772	0.079298375	0.063043706	0.066149059
0.057276606	0.187354956	0.851205916	2.505920814	0.60519659	0.279758361	0.184742851	0.251655799	0.263827054	0.24053663	0.11336339	0.065411868	0.055954927	0.044238353	0.029544167	0.023918286
0.081115859	0.107358759	0.156286197	0.987958824	1.593820549	0.622670386	0.384747912	0.29076232	0.231479169	0.27674211	0.175451526	0.135015617	0.063394377	0.042305363	0.051882358	0.049840161
0.138574521	0.074855282	0.065800715	0.25251697	0.703749559	0.887569682	0.526247991	0.400916985	0.274420541	0.254707231	0.224765764	0.14003714	0.064387164	0.041677533	0.029247119	0.017978078
0.145962216	0.1078033	0.159890516	0.125115789	0.330465587	0.480172904	0.62795029	0.510084288	0.328597162	0.257376232	0.272531967	0.228553434	0.122083048	0.07739424	0.043692447	0.049511944
0.150701128	0.184586224	0.135759182	0.098643598	0.234416722	0.406633737	0.530645198	0.735539284	0.525019282	0.345443969	0.245835494	0.226396339	0.226891623	0.138009555	0.091157344	0.043993287
0.105600631	0.142397453	0.217831554	0.137317499	0.245896873	0.291814563	0.41998597	0.516325653	0.57329518	0.357911085	0.256379759	0.140132703	0.154903307	0.095672329	0.081612445	0.042024227
0.032707387	0.055871488	0.071064282	0.133007801	0.182393384	0.223769546	0.286146993	0.363672085	0.357178817	0.375306065	0.304885984	0.162198811	0.134615388	0.077553906	0.077502884	0.072987054
0.054309217	0.105924296	0.117408983	0.171281634	0.312061021	0.391508773	0.299175262	0.330170951	0.382468152	0.438001973	0.35919908	0.330710225	0.234526341	0.112723918	0.083306414	0.068495422
0.08591054	0.07944233	0.083446103	0.097190706	0.242813394	0.404515256	0.437102552	0.412623571	0.412840341	0.298282311	0.456976062	0.495798146	0.37459855	0.183980788	0.114335665	0.075717737
0.067381017	0.076573239	0.064345261	0.100324729	0.210947304	0.320840904	0.345277162	0.470832408	0.415640263	0.345054513	0.325991684	0.469490493	0.47647826	0.305696245	0.240407195	0.12303905
0.05635795	0.077435589	0.048043979	0.049635457	0.144550993	0.223139398	0.294537051	0.300318593	0.292639809	0.2385482	0.27522395	0.346345414	0.383277331	0.293799084	0.174542312	0.127016989
0.023676128	0.052166696	0.073378677	0.134391212	0.124320778	0.179175141	0.192428379	0.304728539	0.365256568	0.28223947	0.240967554	0.279666202	0.537068831	0.425860212	0.440137022	0.195696577
0.044552309	0.047109235	0.067932236	0.036831079	0.080415435	0.106128307	0.21011648	0.191881078	0.187383049	0.238242984	0.181390958	0.203427694	0.224651465	0.263519256	0.257357929	0.212948371
