,Episode,Best score so far,Eval score,"Eval, g: []: mean_agg","Eval, g: []: std_agg","Eval, g: []: mean_C0","Eval, g: []: std_C0",Loss 1,"Train, Cost 1","Train, Aggregated cost"
41,42,48879.27455256134,53461.82652749121,1607.7593729038995,1607.7593729038995,53461.82652749121,0.0,6360.22412109375,51211.72362434119,1556.2973312175618
42,43,48879.27455256134,53461.82652749121,1607.7593729038995,1607.7593729038995,53461.82652749121,0.0,6314.48486328125,53462.6116765514,1607.762271138487
43,44,48879.27455256134,53509.39819509536,1608.3595646181589,1608.3595646181589,53509.39819509536,0.0,6381.60693359375,54491.3266274333,1623.4703103938582
44,45,48879.27455256134,54851.97940287739,1633.3571389927772,1633.3571389927772,54851.97940287739,0.0,6412.60107421875,49706.458898730576,1536.1692065579387
45,46,48879.27455256134,54851.97940287739,1633.3571389927772,1633.3571389927772,54851.97940287739,0.0,6347.56787109375,50088.78104522079,1542.7116692439179
46,47,48879.27455256134,54851.97940287739,1633.3571389927772,1633.3571389927772,54851.97940287739,0.0,6410.57275390625,54751.14312119037,1628.2043947227298
47,48,48879.27455256134,54851.97940287739,1633.3571389927772,1633.3571389927772,54851.97940287739,0.0,6400.916015625,54267.75599745661,1620.9887685935887
48,49,48879.27455256134,54845.51138563454,1633.4142053553805,1633.4142053553805,54845.51138563454,0.0,6359.33935546875,49408.66331177205,1523.168160450046
49,50,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6370.78857421875,50442.1750067696,1547.1510654751041
50,51,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6312.69580078125,50078.6999707073,1542.7486860923698
51,52,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6434.82763671875,54528.409608356655,1626.3876744725728
52,53,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6374.49658203125,53648.30437523872,1608.223427089235
53,54,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6363.962890625,51178.02476094663,1570.9569570149251
54,55,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6438.61572265625,55333.32063817233,1626.7580954944285
55,56,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6389.326171875,55948.484221830964,1572.5438777815266
56,57,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6447.07958984375,53232.431767843664,1585.1523663371343
57,58,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6481.001953125,61579.11136662215,1711.2523788631306
58,59,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6449.73828125,54612.861728578806,1629.31599972749
59,60,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6561.71533203125,53923.17339296639,1608.5733145276972
60,61,48879.27455256134,57178.05827601999,1633.1562879304474,1633.1562879304474,57178.05827601999,0.0,6461.32373046875,58612.23459931463,1659.3401199881962
61,62,48879.27455256134,50980.13389129937,1542.3752371433607,1542.3752371433607,50980.13389129937,0.0,6463.87060546875,54317.76569350064,1618.8876759577026
62,63,48879.27455256134,50531.13041674346,1540.1663859600287,1540.1663859600287,50531.13041674346,0.0,6450.556640625,50862.27342557907,1540.9386565534312
63,64,48879.27455256134,50427.991682857275,1539.572849199279,1539.572849199279,50427.991682857275,0.0,6477.111328125,49585.11936947703,1530.6852742099877
64,65,48879.27455256134,51496.41036325693,1571.8088256922479,1571.8088256922479,51496.41036325693,0.0,6477.79541015625,50303.1480377838,1549.1680202975413
65,66,48879.27455256134,51924.25793734193,1576.748995378751,1576.748995378751,51924.25793734193,0.0,6499.708984375,52222.80249489844,1590.5707215506297
66,67,48879.27455256134,50199.492760017514,1547.1971056644504,1547.1971056644504,50199.492760017514,0.0,6483.36962890625,50661.13400159776,1552.282504503131
67,68,48879.27455256134,50199.492760017514,1547.1971056644504,1547.1971056644504,50199.492760017514,0.0,6404.234375,48503.4858918339,1513.6712337097756
68,69,48879.27455256134,50711.814792230725,1555.9602499938699,1555.9602499938699,50711.814792230725,0.0,6454.98046875,50059.859831914306,1545.3281137599852
69,70,48879.27455256134,50449.13090585172,1551.9025068806113,1551.9025068806113,50449.13090585172,0.0,6402.61181640625,52470.90018149465,1584.9219348302943
70,71,48879.27455256134,50449.13090585172,1551.9025068806113,1551.9025068806113,50449.13090585172,0.0,6463.78271484375,51224.76031064987,1546.735174578841
71,72,48879.27455256134,50449.13090585172,1551.9025068806113,1551.9025068806113,50449.13090585172,0.0,6490.93408203125,56372.3408337906,1575.392354310728
72,73,48879.27455256134,49631.86675129831,1536.9660349215224,1536.9660349215224,49631.86675129831,0.0,6428.70068359375,50222.80367229879,1537.4319115202243
73,74,48879.27455256134,49628.10768467188,1536.9445918585589,1536.9445918585589,49628.10768467188,0.0,6458.74169921875,50603.02237569541,1541.5461152646633
74,75,48879.27455256134,49628.10768467188,1536.9445918585589,1536.9445918585589,49628.10768467188,0.0,6466.43212890625,56021.06998793781,1654.0397753510797
75,76,48879.27455256134,51840.41429452598,1575.8170651312173,1575.8170651312173,51840.41429452598,0.0,6474.29443359375,49020.29054661095,1509.1511845291693
76,77,48879.27455256134,50765.15107204765,1558.1489774697675,1558.1489774697675,50765.15107204765,0.0,6465.96728515625,49692.35714395344,1529.0602317948067
77,78,48879.27455256134,49628.10768467188,1536.9445918585589,1536.9445918585589,49628.10768467188,0.0,6443.13037109375,50958.644373469055,1562.496430050593
78,79,48879.27455256134,56770.769760333,1629.2279974857888,1629.2279974857888,56770.769760333,0.0,6463.42822265625,49362.00709465146,1526.865128495785
79,80,48879.27455256134,56770.769760333,1629.2279974857888,1629.2279974857888,56770.769760333,0.0,6355.34765625,48744.06066574156,1515.692928225719
80,81,48879.27455256134,49793.60258909315,1531.4560247273741,1531.4560247273741,49793.60258909315,0.0,6377.07421875,55684.57632832229,1643.3780248775506
81,82,48879.27455256134,54867.39175697416,1633.8872466250568,1633.8872466250568,54867.39175697416,0.0,6394.95361328125,49569.16093160212,1531.010101884122
82,83,48879.27455256134,49314.807125881314,1531.9096087078979,1531.9096087078979,49314.807125881314,0.0,6488.30712890625,51670.50231089443,1574.7304844534513
83,84,48879.27455256134,49314.807125881314,1531.9096087078979,1531.9096087078979,49314.807125881314,0.0,6452.67236328125,57036.53759589046,1627.5056979943124
84,85,48879.27455256134,49533.87881612033,1535.1968514214,1535.1968514214,49533.87881612033,0.0,6483.0859375,50190.06547394395,1549.1944152654708
85,86,48879.27455256134,50457.84200984985,1539.794001090217,1539.794001090217,50457.84200984985,0.0,6457.986328125,51979.30351484567,1584.8548772691074
86,87,48879.27455256134,50391.6592906937,1535.9263320301932,1535.9263320301932,50391.6592906937,0.0,6408.04736328125,52608.42424224317,1596.5987695605481
87,88,48879.27455256134,53059.478878609836,1589.8823312760887,1589.8823312760887,53059.478878609836,0.0,6472.865234375,50537.095021247864,1553.387678604103
88,89,48879.27455256134,53059.478878609836,1589.8823312760887,1589.8823312760887,53059.478878609836,0.0,6455.19482421875,55025.79336415231,1637.8920529921124
89,90,48879.27455256134,50927.42245821655,1564.5125793633092,1564.5125793633092,50927.42245821655,0.0,6451.33740234375,51620.38151859492,1571.4287427636982
90,91,48879.27455256134,50927.42245821655,1564.5125793633092,1564.5125793633092,50927.42245821655,0.0,6450.34765625,59801.132553212345,1680.7206444166027
91,92,48879.27455256134,50927.42245821655,1564.5125793633092,1564.5125793633092,50927.42245821655,0.0,6470.77490234375,56442.56050308794,1663.771936404556
92,93,48879.27455256134,57323.466721221805,1635.8775470169232,1635.8775470169232,57323.466721221805,0.0,6562.44873046875,50056.595034092665,1543.5957256208821
93,94,48879.27455256134,57337.0008963719,1635.9329215684304,1635.9329215684304,57337.0008963719,0.0,6532.12109375,52373.34502687305,1595.9475669987844
94,95,48879.27455256134,56411.72546686232,1622.9821685369197,1622.9821685369197,56411.72546686232,0.0,6471.81640625,57081.097074098885,1634.7040271907472
95,96,48879.27455256134,56411.72546686232,1622.9821685369197,1622.9821685369197,56411.72546686232,0.0,6514.57421875,60770.76035313308,1702.5853546728308
96,97,48879.27455256134,56507.387287944555,1623.793908437307,1623.793908437307,56507.387287944555,0.0,6543.63916015625,53373.9726825282,1602.4592126532357
97,98,48879.27455256134,50038.14719559252,1549.9206086898193,1549.9206086898193,50038.14719559252,0.0,6552.041015625,51736.118429899216,1560.1093519954038
98,99,48879.27455256134,50746.370994612575,1547.6059468624685,1547.6059468624685,50746.370994612575,0.0,6466.21923828125,50038.14719559252,1549.9206086898193
99,100,48879.27455256134,50907.79924452305,1549.0489743729968,1549.0489743729968,50907.79924452305,0.0,6527.59814453125,50442.147492058575,1552.476202493654
100,101,48879.27455256134,50742.180232182145,1546.0260387775415,1546.0260387775415,50742.180232182145,0.0,6510.271484375,48956.10749062896,1519.9307514245693
101,102,48879.27455256134,50894.59364917874,1546.3738938166543,1546.3738938166543,50894.59364917874,0.0,6532.4921875,53922.90122384578,1612.3392045814603
102,103,48879.27455256134,50887.57575126737,1546.360814520854,1546.360814520854,50887.57575126737,0.0,6529.234375,49860.99316664785,1538.4175025055615
103,104,48879.27455256134,50887.57575126737,1546.360814520854,1546.360814520854,50887.57575126737,0.0,6515.89306640625,51927.320152014494,1587.0762528526095
104,105,48879.27455256134,48932.10731521249,1519.3678196720664,1519.3678196720664,48932.10731521249,0.0,6554.52880859375,53649.94820307195,1606.5818633420881
105,106,48879.27455256134,50160.23931224644,1545.74832043822,1545.74832043822,50160.23931224644,0.0,6494.607421875,51539.8266671747,1577.0602347172226
106,107,48879.27455256134,50160.23931224644,1545.74832043822,1545.74832043822,50160.23931224644,0.0,6509.17333984375,52049.689026646316,1568.941040964654
107,108,48879.27455256134,50160.23931224644,1545.74832043822,1545.74832043822,50160.23931224644,0.0,6470.68310546875,50947.69856207073,1558.52141950558
108,109,48879.27455256134,51015.07993526757,1563.9227355382877,1563.9227355382877,51015.07993526757,0.0,6541.00341796875,49642.52528912574,1540.6270785876877
109,110,48879.27455256134,51015.07993526757,1563.9227355382877,1563.9227355382877,51015.07993526757,0.0,6502.89453125,50779.58943423629,1558.8404975899825
110,111,48879.27455256134,51015.07993526757,1563.9227355382877,1563.9227355382877,51015.07993526757,0.0,6436.02001953125,50435.59068862349,1531.6148637876029
111,112,48879.27455256134,50160.27813707292,1548.0939951773792,1548.0939951773792,50160.27813707292,0.0,6529.876953125,50151.88049656898,1548.2132758476184
112,113,48879.27455256134,50160.27813707292,1548.0939951773792,1548.0939951773792,50160.27813707292,0.0,6588.404296875,56121.58890853077,1572.2059154645412
113,114,48879.27455256134,50529.56747163832,1554.6839728630162,1554.6839728630162,50529.56747163832,0.0,6550.275390625,56253.78945723921,1619.9984699214192
114,115,48879.27455256134,59408.9343309924,1664.5298261652658,1664.5298261652658,59408.9343309924,0.0,6602.06884765625,50095.888367168605,1543.3934597061575
115,116,48879.27455256134,59408.9343309924,1664.5298261652658,1664.5298261652658,59408.9343309924,0.0,6581.22265625,50901.96089075506,1561.6738503796205
116,117,48879.27455256134,50605.11427022517,1553.3889494416003,1553.3889494416003,50605.11427022517,0.0,6512.224609375,56007.125809028745,1616.704641658343
117,118,48879.27455256134,55413.73665370047,1640.5394080493083,1640.5394080493083,55413.73665370047,0.0,6517.794921875,49898.03163448721,1543.5200286805516
118,119,48879.27455256134,55413.73665370047,1640.5394080493083,1640.5394080493083,55413.73665370047,0.0,6609.46337890625,60069.10293383151,1682.033981570441
119,120,48879.27455256134,50381.9340518713,1545.9365584663933,1545.9365584663933,50381.9340518713,0.0,6485.32763671875,49957.860614433885,1540.5691582210936
120,121,48879.27455256134,48880.96931177378,1516.0580465699388,1516.0580465699388,48880.96931177378,0.0,6581.70166015625,52783.24824731052,1602.7001926382459
121,122,48879.27455256134,48880.96931177378,1516.0580465699388,1516.0580465699388,48880.96931177378,0.0,6593.69677734375,52096.90412127972,1589.4778597059844
122,123,48879.27455256134,53874.50306405872,1613.4794037687434,1613.4794037687434,53874.50306405872,0.0,6588.96630859375,51983.21615301818,1564.0267339341112
123,124,48879.27455256134,53880.43554017693,1613.5468667471753,1613.5468667471753,53880.43554017693,0.0,6534.92919921875,51256.68127595633,1569.4703139806595
124,125,48879.27455256134,51073.464728944,1555.2713649581142,1555.2713649581142,51073.464728944,0.0,6475.67431640625,48516.57816144079,1514.8334337623073
125,126,48879.27455256134,51073.464728944,1555.2713649581142,1555.2713649581142,51073.464728944,0.0,6445.63671875,51135.3773997128,1567.2992784311793
126,127,48879.27455256134,51073.464728944,1555.2713649581142,1555.2713649581142,51073.464728944,0.0,6449.88037109375,50881.91061900556,1562.4198083301806
127,128,48879.27455256134,49753.10509740561,1536.4487293110674,1536.4487293110674,49753.10509740561,0.0,6479.05029296875,51186.31580529362,1557.7109707185855
128,129,48879.27455256134,49778.37805827707,1536.2788079112654,1536.2788079112654,49778.37805827707,0.0,6498.38720703125,51468.5346159935,1566.693890896749
129,130,48879.27455256134,52320.13565500826,1589.3279900646326,1589.3279900646326,52320.13565500826,0.0,6454.810546875,55986.511456377804,1653.776433599534
130,131,48879.27455256134,59748.20109537244,1664.0730172439835,1664.0730172439835,59748.20109537244,0.0,6480.24169921875,51323.817562162876,1555.9880100000248
131,132,48879.27455256134,59812.06526502222,1664.3516143527054,1664.3516143527054,59812.06526502222,0.0,6455.21484375,49688.98358836025,1534.597820004729
132,133,48879.27455256134,54668.29881044477,1626.837729006937,1626.837729006937,54668.29881044477,0.0,6454.93359375,50649.920937508345,1555.5707856499919
133,134,48879.27455256134,54668.27674282342,1626.833784265541,1626.833784265541,54668.27674282342,0.0,6448.86328125,52083.8403942436,1585.0138008821011
134,135,48879.27455256134,54668.27674282342,1626.833784265541,1626.833784265541,54668.27674282342,0.0,6388.40478515625,55739.68787612021,1644.3625253601601
135,136,48879.27455256134,53544.260449163616,1606.3741649606482,1606.3741649606482,53544.260449163616,0.0,6424.62060546875,50473.34409806132,1551.2323208066018
136,137,48879.27455256134,53544.260449163616,1606.3741649606482,1606.3741649606482,53544.260449163616,0.0,6503.400390625,55172.977708533406,1632.982038593877
137,138,48879.27455256134,54024.061149418354,1615.2133471733905,1615.2133471733905,54024.061149418354,0.0,6440.83251953125,49926.18393686414,1524.5302416046766
138,139,48879.27455256134,56906.858134925365,1672.316336524028,1672.316336524028,56906.858134925365,0.0,6413.384765625,54375.38918296993,1618.4786637973898
139,140,48879.27455256134,56906.858134925365,1672.316336524028,1672.316336524028,56906.858134925365,0.0,6499.48046875,51219.51339811087,1569.528057105358
140,141,48879.27455256134,50934.66137047112,1563.2228175168311,1563.2228175168311,50934.66137047112,0.0,6520.494140625,58517.42217037082,1642.0176675907235
141,142,48879.27455256134,48933.61877528578,1522.1677685781624,1522.1677685781624,48933.61877528578,0.0,6493.68701171875,50247.33848955482,1543.7796960636515
142,143,48879.27455256134,49109.28806260973,1525.4451209076437,1525.4451209076437,49109.28806260973,0.0,6503.92138671875,51004.723670654,1555.1702265889253
143,144,48879.27455256134,49677.176807805896,1533.2565260236424,1533.2565260236424,49677.176807805896,0.0,6427.85498046875,50491.12520509958,1551.732628520372
144,145,48879.27455256134,49677.176807805896,1533.2565260236424,1533.2565260236424,49677.176807805896,0.0,6487.23779296875,56959.90236355364,1632.4554656144746
145,146,48879.27455256134,49669.28290690482,1533.0743947188557,1533.0743947188557,49669.28290690482,0.0,6507.267578125,52684.981210425496,1580.0569562109617
146,147,48879.27455256134,49669.28290690482,1533.0743947188557,1533.0743947188557,49669.28290690482,0.0,6535.388671875,50983.776625186205,1552.641695921444
147,148,48879.27455256134,51664.506371326745,1576.6899046482376,1576.6899046482376,51664.506371326745,0.0,6483.64453125,49117.09898727387,1527.6716887834782
148,149,48879.27455256134,51664.506371326745,1576.6899046482376,1576.6899046482376,51664.506371326745,0.0,6535.40234375,50042.93647893518,1542.333404963945
149,150,48879.27455256134,51438.39647567272,1564.2089673441649,1564.2089673441649,51438.39647567272,0.0,6470.71142578125,51880.564340762794,1581.1244130604196
150,151,48879.27455256134,51438.39647567272,1564.2089673441649,1564.2089673441649,51438.39647567272,0.0,6494.52099609375,51487.64053118229,1575.1885311719086
151,152,48879.27455256134,50495.46324440092,1555.0657209651058,1555.0657209651058,50495.46324440092,0.0,6470.841796875,53589.80546108633,1573.7671170365697
152,153,48879.27455256134,50502.165947541595,1555.1033443009737,1555.1033443009737,50502.165947541595,0.0,6463.60791015625,52739.486495897174,1597.3679407964532
153,154,48879.27455256134,50505.07587400824,1545.1852250623015,1545.1852250623015,50505.07587400824,0.0,6407.19287109375,48714.94069404155,1513.2140799048314
154,155,48879.27455256134,50348.81078439206,1544.0660623885003,1544.0660623885003,50348.81078439206,0.0,6509.89404296875,57559.57748603821,1644.2161955952645
155,156,48879.27455256134,50259.40495749563,1546.150519699993,1546.150519699993,50259.40495749563,0.0,6517.49365234375,59098.68807563186,1664.1350365272851
156,157,48879.27455256134,50093.351914569736,1543.238671146746,1543.238671146746,50093.351914569736,0.0,6427.546875,50718.37481407821,1554.5172220633008
157,158,48879.27455256134,51487.42715224624,1566.7447833039898,1566.7447833039898,51487.42715224624,0.0,6520.671875,50193.81801242381,1542.661285880013
158,159,48879.27455256134,51487.42715224624,1566.7447833039898,1566.7447833039898,51487.42715224624,0.0,6455.90283203125,53557.499774098396,1603.916764959326
159,160,48879.27455256134,54051.10489337891,1613.4944238273226,1613.4944238273226,54051.10489337891,0.0,6413.96142578125,50594.89663095027,1544.411888001412
160,161,48879.27455256134,53139.648535206914,1597.374951417916,1597.374951417916,53139.648535206914,0.0,6506.14111328125,51888.93874248117,1575.990388685293
161,162,48879.27455256134,53139.648535206914,1597.374951417916,1597.374951417916,53139.648535206914,0.0,6441.15576171875,48773.179330818355,1516.357907436146
162,163,48879.27455256134,49616.64951454103,1537.0642303171526,1537.0642303171526,49616.64951454103,0.0,6419.529296875,54724.372799009085,1624.1952627941737
163,164,48879.27455256134,49616.64951454103,1537.0642303171526,1537.0642303171526,49616.64951454103,0.0,6495.22900390625,50205.28478963673,1548.826721595457
164,165,48879.27455256134,49616.64951454103,1537.0642303171526,1537.0642303171526,49616.64951454103,0.0,6491.724609375,49639.40886615217,1536.2840780821214
165,166,48879.27455256134,50767.279303237796,1552.92464883739,1552.92464883739,50767.279303237796,0.0,6457.365234375,49804.30130007118,1538.5193877459833
166,167,48879.27455256134,51898.346879184246,1568.3383625782913,1568.3383625782913,51898.346879184246,0.0,6439.29052734375,51361.87018375099,1571.8322862212358
167,168,48092.3825295642,48092.3825295642,1499.5108413633704,1499.5108413633704,48092.3825295642,0.0,6446.19970703125,53578.86673761904,1607.4285185123408
168,169,48092.3825295642,54567.95113584399,1596.878318886631,1596.878318886631,54567.95113584399,0.0,6473.568359375,48900.27986197919,1516.1624916483574
169,170,48092.3825295642,54567.95113584399,1596.878318886631,1596.878318886631,54567.95113584399,0.0,6459.46337890625,49233.98771100491,1524.8488355966945
170,171,48092.3825295642,50634.8059745878,1556.4962146440378,1556.4962146440378,50634.8059745878,0.0,6464.8203125,56123.52018357813,1654.460456158324
171,172,48092.3825295642,51194.92933770269,1555.7000150171036,1555.7000150171036,51194.92933770269,0.0,6491.208984375,49358.41984228045,1526.3959069827886
172,173,48092.3825295642,51073.68666815758,1554.7974003695983,1554.7974003695983,51073.68666815758,0.0,6399.02978515625,50033.326912514865,1545.3513335598318
173,174,48092.3825295642,51122.48092380911,1555.0191066676837,1555.0191066676837,51122.48092380911,0.0,6415.64306640625,48800.543726719916,1519.9511419852997
174,175,48092.3825295642,51122.48092380911,1555.0191066676837,1555.0191066676837,51122.48092380911,0.0,6429.79541015625,49835.45052175969,1537.132212331788
175,176,48092.3825295642,51122.48092380911,1555.0191066676837,1555.0191066676837,51122.48092380911,0.0,6460.40869140625,50935.36238858849,1548.4826853061181
176,177,48092.3825295642,52799.07272081077,1596.7021596409609,1596.7021596409609,52799.07272081077,0.0,6430.427734375,50142.33725529164,1547.9059548552564
177,178,48092.3825295642,51834.19574277103,1582.9451273557659,1582.9451273557659,51834.19574277103,0.0,6444.69091796875,51213.20110206306,1570.0060121657298
178,179,48092.3825295642,59428.71973070502,1666.5787795899464,1666.5787795899464,59428.71973070502,0.0,6425.00341796875,51899.30199018121,1585.0232578717746
179,180,48092.3825295642,59564.86041927338,1667.0990626242756,1667.0990626242756,59564.86041927338,0.0,6357.32568359375,51083.30080179125,1567.2893996030207
180,181,48092.3825295642,58199.889925293624,1648.7664204514945,1648.7664204514945,58199.889925293624,0.0,6453.88916015625,55123.41075474769,1638.449988557043
181,182,48092.3825295642,53346.61647378653,1611.6666114109066,1611.6666114109066,53346.61647378653,0.0,6426.126953125,54990.044999718666,1592.1640755735452
182,183,48092.3825295642,53346.61647378653,1611.6666114109066,1611.6666114109066,53346.61647378653,0.0,6407.5390625,50272.01006680727,1545.4251664253381
183,184,48092.3825295642,51188.54141420871,1542.276647320768,1542.276647320768,51188.54141420871,0.0,6345.91455078125,50494.82209736109,1550.7072051898563
184,185,48092.3825295642,52529.1327483207,1582.0450165636148,1582.0450165636148,52529.1327483207,0.0,6458.568359375,51188.54141420871,1542.276647320768
